DATE (MM/DD/YYYY),HOUR-MST,Avg Global CMP11 (cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Airmass,Avg Tower Dry Bulb Temp [deg C],Avg Total Cloud Cover [%],Avg Avg Wind Speed @ 33ft [m/s],Avg 500nm Research AOD,Avg Albedo (CMP11)
6/10/2021,16,347.284,47.0906,265.5014,1.4751,28.8042,89.45,2.3868,3.6702,0.155
6/10/2021,17,325.1033,58.5861,275.1292,1.934,29.4137,72.7833,1.3645,2.0398,0.1633
6/11/2021,8,511.7811,58.514,84.8676,1.93,14.9328,19.9333,5.273,0.1739,0.2077
6/11/2021,9,703.0649,47.0153,94.4883,1.473,16.4517,24.1053,4.9131,0.1686,0.183
6/11/2021,10,864.5329,35.7119,106.6151,1.2345,17.9133,23.3,4.9852,0.1625,0.1642
6/11/2021,11,975.9763,25.3529,125.0254,1.1078,18.7775,12.35,4.952,0.1677,0.1524
6/11/2021,12,1030.008,18.101,157.6441,1.0519,20.1218,26.0833,4.3544,0.1712,0.1438
6/11/2021,13,1028.552,18.1021,202.3932,1.052,20.9022,30.9833,4.0489,0.1722,0.1439
6/11/2021,14,965.6248,25.3547,235.0068,1.1078,22.2422,27.4,3.3341,0.1693,0.1481
6/11/2021,15,848.8856,35.7128,253.4148,1.2345,23.2417,26.0667,3.1442,0.1737,0.1587
6/11/2021,16,691.1653,47.0142,265.5415,1.4729,24.2353,22.05,2.5667,0.1642,0.1723
6/11/2021,17,505.6532,58.51,275.1632,1.9298,24.6053,20.3,2.6371,0.1462,0.1924
6/12/2021,8,515.4196,58.5193,84.7756,1.9303,19.6997,17.7333,2.2999,0.1221,0.2037
6/12/2021,9,702.4361,47.0209,94.3813,1.4731,20.9618,20.2632,1.6601,0.1289,0.1776
6/12/2021,10,858.1249,35.7132,106.4807,1.2346,22.8435,21.6667,1.7978,0.1373,0.1601
6/12/2021,11,961.694,25.3408,124.8448,1.1077,24.7498,11.9833,2.6408,0.1698,0.1452
6/12/2021,12,1013.91,18.059,157.439,1.0517,25.6798,26.0333,3.851,0.197,0.1393
6/12/2021,13,1005.8918,18.0304,202.3066,1.0515,26.7752,23.65,4.2829,0.2265,0.1391
6/12/2021,14,946.3632,25.2781,235.02,1.1071,27.812,18.35,4.5805,0.2362,0.1448
6/12/2021,15,785.3997,35.6384,253.4479,1.2334,28.5063,32.4667,4.9399,0.5432,0.1516
6/12/2021,16,683.8525,46.9412,265.5735,1.4709,29.2102,60.4833,4.1837,0.377,0.1699
6/12/2021,17,258.018,58.437,275.1903,1.9257,28.3567,60.95,3.1763,1.8406,0.1436
6/13/2021,8,496.5059,58.5289,84.69,1.9308,22.2812,20.4333,1.4389,0.3756,0.2014
6/13/2021,9,678.1205,47.0308,94.2816,1.4734,24.4833,21.6333,1.5946,0.6543,0.1754
6/13/2021,10,829.6439,35.7192,106.355,1.2347,26.8942,24.5345,2.738,0.909,0.1603
6/13/2021,11,943.9273,25.3343,124.6739,1.1077,28.1517,16.5357,2.6189,0.8157,0.1474
6/13/2021,12,1009.6594,18.0237,157.2381,1.0515,29.3495,42.65,2.6146,1.3863,0.1412
6/13/2021,13,782.905,17.965,202.2111,1.0511,29.7113,64.6167,2.8554,5.8244,0.1417
6/13/2021,14,965.5905,25.206,235.0213,1.1065,31.5982,42.65,2.7249,1.2277,0.1479
6/13/2021,15,774.1382,35.5677,253.4711,1.2323,32.3403,55.75,4.361,2.682,0.1486
6/13/2021,16,131.9137,46.8714,265.5973,1.469,29.4617,87.1,4.451,9.6608,0.1514
6/13/2021,17,117.3429,58.3674,275.2103,1.9218,28.1248,90.4333,3.5743,6.6494,0.1568
6/14/2021,8,496.1014,58.5427,84.6107,1.9316,21.9827,21.65,1.0051,0.6815,0.2055
6/14/2021,9,692.2675,47.0449,94.1894,1.4738,24.2702,21.8333,1.1805,0.7831,0.1772
6/14/2021,10,843.8484,35.7298,106.2383,1.2348,26.4952,13.9,1.2739,0.9014,0.1569
6/14/2021,11,953.0263,25.3333,124.5131,1.1077,28.964,8.4,2.1634,1.0056,0.1459
6/14/2021,12,1007.0974,17.9952,157.0419,1.0513,30.3247,21.9123,2.4238,1.188,0.1412
6/14/2021,13,1007.097,17.9059,202.1068,1.0508,31.6075,22.7667,2.5356,1.2242,0.1412
6/14/2021,14,949.6295,25.1387,235.0109,1.1059,33.7633,21.0877,2.6379,1.1808,0.1481
6/14/2021,15,843.8063,35.5006,253.4845,1.2313,34.6555,14.4,2.9182,1.0236,0.1597
6/14/2021,16,689.6862,46.8051,265.613,1.4671,34.9073,15.55,3.3258,0.8358,0.176
6/14/2021,17,497.9024,58.3012,275.2234,1.9182,34.7597,17,2.1257,0.6622,0.1925
6/15/2021,8,513.4857,58.5607,84.5379,1.9326,26.8953,17.0667,1.8009,0.6106,0.2027
6/15/2021,9,700.4747,47.0632,94.1048,1.4743,28.9715,21.6833,2.3128,0.8075,0.1812
6/15/2021,10,852.2584,35.7448,106.1308,1.2351,30.8718,14.5167,2.3508,0.9829,0.1642
6/15/2021,11,962.5114,25.3376,124.3626,1.1077,32.2683,9.9649,2.4533,1.1263,0.1513
6/15/2021,12,1001.4283,17.9733,156.8509,1.0512,32.9758,32.2333,2.9186,1.2456,0.1446
6/15/2021,13,997.7988,17.8532,201.9942,1.0505,33.8915,33.5333,3.0352,1.2933,0.1416
6/15/2021,14,937.4849,25.076,234.9889,1.1053,35.1437,27.35,3.0974,1.307,0.1494
6/15/2021,15,829.6449,35.4374,253.488,1.2303,35.845,31.9333,3.358,1.2323,0.1621
6/15/2021,16,657.7078,46.7422,265.6206,1.4654,35.5915,49.4,3.4954,1.2235,0.1751
6/15/2021,17,431.7205,58.2385,275.2295,1.9147,34.3112,74.2833,3.9668,1.5103,0.1941
6/16/2021,8,463.614,58.5827,84.4717,1.9338,28.6953,53.5667,6.2965,1.1318,0.2155
6/16/2021,9,700.3426,47.0855,94.0279,1.4749,32.5732,77.5833,2.6677,1.794,0.1868
6/16/2021,10,573.9949,35.7643,106.0325,1.2354,33.625,84.6667,2.4098,9.0739,0.1573
6/16/2021,11,679.1119,25.3472,124.2228,1.1078,34.126,70.2281,3.855,7.3375,0.1569
6/16/2021,12,661.3814,17.9581,156.6657,1.0511,33.5265,96.2333,6.323,10.4604,0.163
6/16/2021,13,615.4037,17.8069,201.8734,1.0502,34.0483,99.6,2.3846,13.3331,0.1607
6/16/2021,14,424.2071,25.0182,234.9552,1.1048,34.2553,91.6667,1.3621,13.3174,0.1581
6/16/2021,15,725.3165,35.3781,253.4818,1.2294,35.0545,79.7544,2.1469,3.1705,0.1655
6/16/2021,16,538.3515,46.683,265.6201,1.4638,34.6345,96.55,2.5807,4.8517,0.1719
6/16/2021,17,286.9764,58.1795,275.2288,1.9115,33.016,99.2667,5.0173,6.6815,0.1653
6/17/2021,8,478.428,58.6087,84.4121,1.9353,28.7075,37.4,4.9565,0.9343,0.2126
6/17/2021,9,672.7602,47.1118,93.9587,1.4757,32.3972,39.1579,2.2805,1.1011,0.1852
6/17/2021,10,815.6843,35.788,105.9436,1.2357,34.5017,36,2.6642,1.3618,0.166
6/17/2021,11,938.7799,25.362,124.0939,1.1079,34.6928,24.1667,4.0293,1.4817,0.1587
6/17/2021,12,963.5572,17.9495,156.4867,1.0511,35.442,79.55,3.7315,3.1355,0.1565
6/17/2021,13,636.0747,17.767,201.745,1.05,35.0632,98.7833,2.8789,12.0145,0.1625
6/17/2021,14,574.8535,24.9653,234.9099,1.1043,35.037,95.9167,2.9823,9.9548,0.1655
6/17/2021,15,159.1449,35.3228,253.4658,1.2285,33.258,99.5965,1.8982,11.2722,0.1693
6/17/2021,16,107.5579,46.6274,265.6116,1.4623,31.4885,99.4333,7.5461,9.8215,0.1729
6/17/2021,17,127.9184,58.124,275.2211,1.9085,30.6018,97.5833,6.3013,7.5867,0.1748
6/18/2021,8,384.5311,58.6386,84.3593,1.937,25.43,92.0877,1.9536,3.6528,0.1976
6/18/2021,9,599.5165,47.1421,93.8975,1.4765,27.1547,84.35,2.6551,1.8405,0.1865
6/18/2021,10,756.4387,35.816,105.8643,1.2362,27.5957,73.5,3.8371,2.742,0.1757
6/18/2021,11,942.8629,25.3819,123.9761,1.1081,28.5643,54.6667,3.2763,1.8312,0.1631
6/18/2021,12,1017.8113,17.9475,156.3144,1.0511,29.7023,66.2833,2.8027,2.0932,0.1527
6/18/2021,13,874.7062,17.7336,201.6092,1.0498,29.8922,76.8,2.4208,4.8552,0.1495
6/18/2021,14,859.4104,24.9174,234.8532,1.1038,31.117,76.5333,2.5981,2.9017,0.1601
6/18/2021,15,624.6621,35.2716,253.44,1.2277,30.5462,94.0833,2.9825,6.8148,0.1657
6/18/2021,16,425.8418,46.5755,265.595,1.4608,29.4258,98.0167,5.341,8.3329,0.1718
6/18/2021,17,429.5994,58.0724,275.2067,1.9056,29.1227,97.25,5.7813,4.673,0.1906
6/19/2021,8,293.2437,58.6724,84.3131,1.9389,22.4802,99.0167,1.8051,6.174,0.1822
6/19/2021,9,407.0898,47.1761,93.8441,1.4775,22.4603,93.1167,1.9642,7.3856,0.1807
6/19/2021,10,734.093,35.8481,105.7946,1.2367,25.7812,65.15,1.9406,5.3039,0.1715
6/19/2021,11,624.5354,25.4069,123.8696,1.1084,26.9515,88.7667,2.106,10.8853,0.1687
6/19/2021,12,792.9585,17.952,156.1493,1.0511,28.8682,76.95,2.9001,7.1344,0.1552
6/19/2021,13,131.1104,17.7068,201.4664,1.0496,26.0935,98.5,3.792,12.8786,0.1469
6/19/2021,14,910.1596,24.8745,234.7852,1.1035,27.4487,52.3167,4.6667,2.9392,0.164
6/19/2021,15,548.9948,35.2244,253.4046,1.227,26.4828,67.2833,2.6982,5.8886,0.1642
6/19/2021,16,163.0589,46.5275,265.5706,1.4595,22.1232,84.4833,5.9154,8.77,0.1715
6/19/2021,17,161.0843,58.0245,275.1855,1.9031,20.9168,95.05,6.4977,4.6653,0.2265
6/20/2021,8,498.8174,58.7099,84.2738,1.941,19.969,15.5333,4.7442,0.1419,0.21
6/20/2021,9,684.0424,47.2139,93.7988,1.4785,21.0068,20.5167,2.8765,0.1459,0.1876
6/20/2021,10,840.0743,35.8842,105.7346,1.2373,22.1375,18.15,2.8582,0.1562,0.1691
6/20/2021,11,961.5335,25.4368,123.7746,1.1086,23.2732,16.0333,2.7831,0.1785,0.1585
6/20/2021,12,1016.1889,17.963,155.9918,1.0512,24.1273,32.3,2.8707,0.1898,0.1508
6/20/2021,13,850.6987,17.6866,201.317,1.0495,24.8515,67.85,2.4763,1.475,0.153
6/20/2021,14,722.8111,24.8368,234.7059,1.1031,25.4582,59.05,3.0906,4.6564,0.153
6/20/2021,15,467.5267,35.1815,253.3596,1.2264,25.3893,63.9833,2.6881,7.802,0.1546
6/20/2021,16,252.919,46.4833,265.5382,1.4583,25.1203,84.7167,3.5429,8.755,0.1667
6/20/2021,17,302.3275,57.9806,275.1575,1.9007,24.3937,96.85,6.0719,5.5506,0.1822
6/21/2021,8,256.2161,58.7511,84.2414,1.9433,12.0467,98.1333,1.0857,7.7668,0.1707
6/21/2021,9,411.4877,47.2554,93.7615,1.4797,13.6683,99.5667,0.901,10.1858,0.1729
6/21/2021,10,207.0283,35.9243,105.6843,1.2379,14.0285,99.6167,0.7381,12.1713,0.1722
6/21/2021,11,253.3639,25.4716,123.6912,1.109,14.4568,98.75,1.6942,13.4389,0.1803
6/21/2021,12,257.3594,17.9804,155.8422,1.0513,15.2045,99.6167,1.7017,14.3309,0.184
6/21/2021,13,250.5329,17.673,201.1613,1.0494,15.6997,97.75,1.1314,13.5799,0.1783
6/21/2021,14,893.9621,24.8042,234.6156,1.1028,17.8915,82.45,2.0414,6.5081,0.1607
6/21/2021,15,641.9008,35.1429,253.3051,1.2258,18.6348,65.3333,2.7938,6.542,0.1567
6/21/2021,16,387.2959,46.4431,265.4979,1.4572,18.6163,90.4035,2.5892,10.3426,0.1622
6/21/2021,17,366.0332,57.9405,275.1228,1.8985,18.9183,24.5667,2.0965,3.7566,0.1845
6/22/2021,8,505.3477,58.7959,84.2158,1.9459,21.9587,15.8,0.9684,0.5302,0.2047
6/22/2021,9,691.6458,47.3004,93.7322,1.481,24.9122,24.8246,1.9601,0.7585,0.1846
6/22/2021,10,843.9848,35.9684,105.6439,1.2386,26.5532,16.3333,3.0207,0.978,0.1687
6/22/2021,11,963.0389,25.5112,123.6194,1.1093,29.1987,12.1167,3.7528,1.1426,0.1581
6/22/2021,12,1026.0445,18.0042,155.7009,1.0514,30.3807,34.9667,4.3751,1.2219,0.1532
6/22/2021,13,1027.6503,17.666,200.9996,1.0493,31.2797,35.8667,3.741,1.19,0.1528
6/22/2021,14,1001.432,24.7768,234.5144,1.1026,31.9455,45.4,3.8075,1.4081,0.1604
6/22/2021,15,585.79,35.1086,253.2411,1.2253,31.8538,67.35,2.6793,5.807,0.1578
6/22/2021,16,308.2892,46.4068,265.4498,1.4563,30.6618,87.7833,2.3554,7.3494,0.1614
6/22/2021,17,206.7462,57.9045,275.0815,1.8966,30.152,87.8333,2.2268,6.1472,0.155
6/23/2021,8,465.9401,58.8442,84.1972,1.9486,27.6402,88.25,2.1325,1.4216,0.2085
6/23/2021,9,542.904,47.349,93.711,1.4824,29.6917,94.1667,4.35,4.267,0.1881
6/23/2021,10,817.175,36.0162,105.6133,1.2394,31.8735,82.1,4.0178,1.722,0.1775
6/23/2021,11,766.5196,25.5555,123.5595,1.1097,33.0807,78.5667,2.9044,6.0731,0.1623
6/23/2021,12,523.21,18.0344,155.5681,1.0516,32.3233,86.5614,2.694,10.9278,0.1532
6/23/2021,13,237.3754,17.6657,200.8325,1.0493,31.1888,99.5167,2.5716,13.6561,0.1728
6/23/2021,14,669.495,24.7548,234.4024,1.1024,32.2755,89.5667,2.7406,9.9973,0.1715
6/23/2021,15,449.1193,35.0786,253.1677,1.2248,32.2307,87.9667,1.4726,10.4045,0.1597
6/23/2021,16,354.8897,46.3747,265.394,1.4554,32.3757,96.1833,1.3086,8.9183,0.1684
6/23/2021,17,416.7767,57.8726,275.0336,1.8949,31.7078,88.7333,6.2413,3.4264,0.1955
6/24/2021,8,388.535,58.8961,84.1854,1.9516,21.8115,43.6333,3.0035,3.666,0.2009
6/24/2021,9,471.955,47.4011,93.6979,1.4838,22.8928,88.8333,2.704,7.1481,0.1734
6/24/2021,10,777.4554,36.0679,105.5925,1.2402,24.8992,55.3667,3.717,0.4787,0.1746
6/24/2021,11,707.9311,25.6045,123.5113,1.1102,25.9567,93.8833,2.8303,3.2618,0.1675
6/24/2021,12,543.5353,18.0709,155.4441,1.0518,26.0798,96.9667,3.0885,5.4116,0.1735
6/24/2021,13,840.1674,17.6721,200.6602,1.0494,27.2408,86.95,2.5961,2.0494,0.1638
6/24/2021,14,769.3305,24.7381,234.2798,1.1022,28.0812,76.75,2.9037,1.3801,0.1602
6/24/2021,15,285.1704,35.0531,253.0851,1.2244,26.6442,98.2,2.0851,5.9619,0.1675
6/24/2021,16,223.7676,46.3466,265.3305,1.4546,25.8752,98.7167,3.2334,6.2448,0.1734
6/24/2021,17,59.5176,57.8447,274.9792,1.8934,22.1032,98.3333,9.7882,6.8069,0.2109
6/25/2021,8,471.2606,58.9514,84.1806,1.9548,19.0112,20.4667,1.2657,0.3036,0.1987
6/25/2021,9,708.2426,47.4565,93.6929,1.4854,21.3552,31.5833,2.2098,0.1254,0.1833
6/25/2021,10,770.9818,36.1232,105.5816,1.2411,22.5832,40.7833,2.7298,0.633,0.1665
6/25/2021,11,809.0089,25.6581,123.4751,1.1107,23.3405,73.6833,3.049,1.5378,0.1618
6/25/2021,12,451.9134,18.1136,155.3292,1.0521,22.519,81.5333,3.3846,5.5699,0.1628
6/25/2021,13,743.3329,17.6852,200.4832,1.0494,21.9432,57.3333,4.0268,3.0518,0.1716
6/25/2021,14,835.5019,24.7268,234.1469,1.1021,24.0387,59.4333,5.596,2.0971,0.161
6/25/2021,15,98.2201,35.0322,252.9932,1.2241,17.8695,95.65,7.5607,9.7349,0.1891
6/25/2021,16,17.6915,46.3228,265.2594,1.454,15.0853,97.2,7.7731,9.7651,0.2873
6/25/2021,17,30.8886,57.821,274.9183,1.8921,14.9008,97.85,1.727,6.6768,0.2051
6/26/2021,8,497.2978,59.01,84.1828,1.9582,16.8743,89.7167,1.505,0.8642,0.1822
6/26/2021,9,737.859,47.5153,93.6961,1.4871,18.1938,74.3833,1.5543,0.4814,0.1735
6/26/2021,10,522.3593,36.1822,105.5806,1.242,18.155,95.7719,1.9041,4.697,0.1685
6/26/2021,11,743.5315,25.7163,123.4508,1.1113,19.6495,86.4667,1.6116,2.9874,0.1598
6/26/2021,12,422.2495,18.1624,155.2236,1.0524,17.3947,98.1167,3.69,7.0166,0.1597
6/26/2021,13,311.8904,17.705,200.3019,1.0496,17.0948,94.3667,1.8015,8.1504,0.163
6/26/2021,14,384.618,24.7209,234.0037,1.1021,17.0195,92.3667,3.7199,7.9019,0.1596
6/26/2021,15,101.4447,35.0158,252.8922,1.2238,13.0515,97.0833,4.9752,8.3962,0.1699
6/26/2021,16,164.6882,46.3031,265.1807,1.4535,13.2897,98.4912,2.9154,7.2654,0.1662
6/26/2021,17,105.5885,57.8016,274.8509,1.8911,13.9025,98.1333,1.8917,6.7864,0.1784
6/27/2021,8,523.6152,59.072,84.1919,1.9618,17.0545,56.7333,1.4813,0.5781,0.185
6/27/2021,9,732.6082,47.5774,93.7073,1.4889,18.481,56.0833,2.6535,0.2188,0.1747
6/27/2021,10,832.1141,36.2448,105.5894,1.243,19.4312,40.7333,2.2951,0.4674,0.1586
6/27/2021,11,1004.9264,25.7789,123.4384,1.1118,20.3018,29,2.777,0.148,0.1471
6/27/2021,12,888.012,18.2175,155.1276,1.0527,20.689,82.5833,2.8127,2.0725,0.1461
6/27/2021,13,727.7941,17.7315,200.1167,1.0497,20.737,74.65,4.0086,3.1247,0.1498
6/27/2021,14,302.2798,24.7206,233.8506,1.102,18.372,92.0667,5.7363,8.5605,0.1499
6/27/2021,15,169.666,35.004,252.7823,1.2237,14.5322,90.3333,4.5297,7.8139,0.1678
6/27/2021,16,457.1837,46.2878,265.0946,1.4531,17.161,79.9123,4.1135,3.5617,0.1724
6/27/2021,17,39.6873,57.7864,274.7772,1.8903,13.794,96.4167,5.2567,7.5183,0.209
6/28/2021,8,337.1484,59.1372,84.208,1.9656,16.1948,84.5333,1.6598,2.2266,0.1701
6/28/2021,9,283.4821,47.6428,93.7268,1.4908,16.5535,76.7833,1.1053,5.3516,0.1523
6/28/2021,10,840.9968,36.3109,105.6081,1.2441,18.1085,75.3833,3.2842,2.3058,0.1618
6/28/2021,11,968.1007,25.846,123.4379,1.1125,19.372,48.6333,2.7377,0.8918,0.1402
6/28/2021,12,806.6172,18.2786,155.0413,1.0531,19.8657,84.0667,1.9748,3.023,0.1498
6/28/2021,13,625.1122,17.7648,199.928,1.0499,19.9368,82.9167,2.4104,4.8423,0.149
6/28/2021,14,358.3909,24.7259,233.6878,1.1021,18.2737,89.35,6.3859,7.4873,0.1622
6/28/2021,15,473.9245,34.9969,252.6635,1.2235,19.2108,95.9333,3.2631,4.5893,0.1637
6/28/2021,16,731.7037,46.2768,265.001,1.4528,20.4612,45.25,2.933,0.7522,0.1742
6/28/2021,17,532.99,57.7755,274.6972,1.8897,21.1855,15.2167,2.6095,0.1075,0.1937
6/29/2021,8,389.6141,59.2056,84.2311,1.9696,16.4652,47.9833,1.4735,0.527,0.1928
6/29/2021,9,654.1626,47.7112,93.7543,1.4927,17.5118,26.95,2.3125,0.2354,0.1754
6/29/2021,10,776.7675,36.3805,105.6367,1.2452,19.2188,37.2833,2.3887,0.3563,0.1604
6/29/2021,11,924.926,25.9174,123.4494,1.1132,20.1105,30.4667,2.9855,0.3464,0.1514
6/29/2021,12,1011.5599,18.3458,154.9648,1.0535,21.4723,40.9833,3.7295,0.3177,0.1444
6/29/2021,13,985.5943,17.8049,199.7363,1.0501,22.772,69.2,3.9491,1.0873,0.1467
6/29/2021,14,293.5806,24.7369,233.5156,1.1022,21.261,94.7667,4.4143,7.6908,0.1658
6/29/2021,15,420.5166,34.9946,252.536,1.2235,21.8158,94.9667,3.4871,4.7383,0.1691
6/29/2021,16,369.1396,46.2702,264.9002,1.4526,21.943,97.9833,4.051,3.3943,0.1667
6/29/2021,17,202.4409,57.769,274.611,1.8894,17.8785,98.8333,4.0972,4.6193,0.1899
6/30/2021,8,488.5231,59.2771,84.2613,1.9738,18.9,12.2167,0.9031,0.0911,0.195
6/30/2021,9,671.8622,47.7828,93.79,1.4948,20.1982,18.4,1.646,0.1079,0.1732
6/30/2021,10,825.8143,36.4534,105.6752,1.2463,21.6115,18.5333,2.4448,0.1379,0.16
6/30/2021,11,937.0439,25.9931,123.4729,1.1139,22.1782,11.1,2.7124,0.1771,0.147
6/30/2021,12,975.5081,18.419,154.8985,1.0539,23.273,39.25,2.7656,0.2675,0.1427
6/30/2021,13,903.6233,17.8517,199.5421,1.0504,24.6102,71.8421,2.8857,0.7868,0.1449
6/30/2021,14,550.6972,24.7535,233.3342,1.1023,24.6927,84.8833,2.1101,3.9378,0.1518
6/30/2021,15,388.7474,34.9972,252.3999,1.2235,24.1958,93.3167,3.3425,5.5331,0.1595
6/30/2021,16,271.4046,46.2682,264.7922,1.4525,22.647,93.9833,5.1398,6.4167,0.1771
6/30/2021,17,207.8966,57.767,274.5186,1.8893,23.5412,83.9167,3.4588,4.3985,0.1678
7/1/2021,8,527.963,59.3517,84.2984,1.9782,19.2863,55.9833,3.6069,0.2373,0.2028
7/1/2021,9,534.7702,47.8574,93.8338,1.497,20.2955,52.1167,3.0101,1.7393,0.1743
7/1/2021,10,720.2962,36.5297,105.7235,1.2476,21.3443,58.7167,2.6804,0.988,0.1778
7/1/2021,11,859.0069,26.0731,123.5083,1.1146,23.0193,61.5,2.4704,1.1348,0.1648
7/1/2021,12,460.2975,18.4981,154.8423,1.0544,22.7595,88.8,2.3053,4.8712,0.1477
7/1/2021,13,739.7842,17.9054,199.3457,1.0507,23.8468,78.75,2.416,2.8603,0.1513
7/1/2021,14,359.4536,24.7759,233.1439,1.1025,21.9273,87.0667,3.9998,6.4878,0.1614
7/1/2021,15,644.0146,35.0046,252.2554,1.2236,20.1613,88.4167,5.6447,3.6326,0.166
7/1/2021,16,63.8042,46.2706,264.677,1.4526,16.936,95.95,7.6088,8.8668,0.1596
7/1/2021,17,32.3959,57.7695,274.4201,1.8894,15.3527,97.35,4.6429,7.0191,0.1883
7/2/2021,8,502.3583,59.4292,84.3426,1.9829,17.358,21.2,1.5186,0.117,0.1901
7/2/2021,9,675.1602,47.935,93.8858,1.4993,18.9732,30.5,1.463,0.1525,0.17
7/2/2021,10,820.0574,36.6093,105.7816,1.2489,20.7383,14.4,2.0977,0.1344,0.1554
7/2/2021,11,935.0434,26.1573,123.5555,1.1154,22.3378,8.1,1.9821,0.1354,0.1439
7/2/2021,12,983.6577,18.5831,154.7965,1.055,23.6035,27.6167,1.7821,0.2416,0.1373
7/2/2021,13,846.8581,17.9658,199.1477,1.0511,24.7045,47.3158,1.9687,0.8831,0.1361
7/2/2021,14,951.1338,24.8042,232.9451,1.1028,26.2038,13.7167,2.4304,0.145,0.1428
7/2/2021,15,842.1891,35.0171,252.1027,1.2238,27.1072,33.3333,3.006,0.3286,0.1541
7/2/2021,16,114.1841,46.2778,264.5549,1.4528,25.9637,90.95,2.0848,7.7426,0.1207
7/2/2021,17,87.9741,57.7765,274.3157,1.8898,24.7252,98.1228,2.9569,5.7286,0.1622
7/3/2021,8,484.3238,59.5097,84.3938,1.9877,25.1308,12.55,1.6855,0.0926,0.1978
7/3/2021,9,665.2973,48.0154,93.9459,1.5016,26.4895,16.85,2.4398,0.1075,0.1774
7/3/2021,10,789.4646,36.6921,105.8495,1.2502,27.8893,27.1053,2.5031,0.3791,0.1607
7/3/2021,11,843.0112,26.2455,123.6147,1.1163,28.8302,58.5,2.7203,1.5444,0.1505
7/3/2021,12,980.1609,18.6739,154.7611,1.0555,30.4205,74.3833,2.6974,0.9338,0.143
7/3/2021,13,980.1153,18.033,198.9486,1.0515,30.9457,44.7,2.7809,0.4071,0.14
7/3/2021,14,865.7439,24.8384,232.7382,1.103,30.5892,67.8167,4.5076,1.5994,0.1467
7/3/2021,15,642.4444,35.0346,251.9419,1.2241,28.1547,65.1754,5.429,2.2438,0.1552
7/3/2021,16,180.1417,46.2896,264.4259,1.4531,26.6472,79.45,3.3017,5.9137,0.151
7/3/2021,17,489.1448,57.7882,274.2054,1.8904,28.69,38.3333,1.21,0.9074,0.1858
7/4/2021,8,474.9987,59.5929,84.452,1.9927,25.3648,14.3667,1.5876,0.1378,0.1983
7/4/2021,9,657.834,48.0987,94.0141,1.5041,26.1833,13.8167,2.0941,0.1439,0.1796
7/4/2021,10,815.1677,36.7781,105.9272,1.2516,27.004,15.0667,2.2431,0.1525,0.1585
7/4/2021,11,842.5613,26.3378,123.6855,1.1172,27.6962,42.9167,2.0847,0.6165,0.1449
7/4/2021,12,851.6628,18.7705,154.7363,1.0561,28.3252,36.3833,2.9117,1.4885,0.1408
7/4/2021,13,792.4132,18.107,198.7489,1.0519,29.1317,63.15,3.8129,2.2116,0.1408
7/4/2021,14,355.4987,24.8786,232.5234,1.1034,27.7205,74.8667,2.6726,6.7781,0.1579
7/4/2021,15,820.9155,35.0573,251.7733,1.2244,29.968,35.5,5.1982,0.5518,0.1568
7/4/2021,16,316.3893,46.3062,264.2902,1.4535,25.7268,91.5789,8.9903,4.536,0.1666
7/4/2021,17,531.0978,57.8046,274.0893,1.8913,26.3588,47.7833,3.5948,0.4607,0.1897
7/5/2021,8,474.027,59.679,84.5172,1.9979,23.3813,11.9833,0.8268,0.1178,0.1957
7/5/2021,9,655.9687,48.1848,94.0903,1.5066,25.4568,13,1.377,0.1293,0.1723
7/5/2021,10,813.82,36.8671,106.0145,1.2531,26.704,14.1333,2.1402,0.1393,0.1606
7/5/2021,11,927.5575,26.4342,123.7681,1.1181,27.4953,6.7833,2.9423,0.1581,0.1493
7/5/2021,12,997.4022,18.8727,154.7221,1.0568,28.4918,16.7544,3.3538,0.1692,0.1441
7/5/2021,13,1027.8565,18.1878,198.549,1.0524,30.0188,44.45,2.8241,0.2201,0.1452
7/5/2021,14,904.9837,24.9248,232.3012,1.1038,31.01,72.8667,1.838,0.8015,0.1471
7/5/2021,15,131.5541,35.0852,251.5971,1.2248,28.423,96.9,3.5913,8.1341,0.1469
7/5/2021,16,66.2093,46.3276,264.1479,1.4541,25.955,98.8,6.607,7.7247,0.1653
7/5/2021,17,63.1891,57.8258,273.9676,1.8924,23.491,98.05,9.3399,5.9377,0.1726
7/6/2021,8,453.5846,59.7677,84.5894,2.0033,19.6637,20.0833,2.6899,0.2248,0.1978
7/6/2021,9,657.3704,48.2735,94.1747,1.5093,21.4922,21.9667,2.3615,0.1314,0.1788
7/6/2021,10,815.749,36.9591,106.1116,1.2546,22.7473,16.9,2.5935,0.1405,0.1617
7/6/2021,11,904.3841,26.5344,123.8624,1.1191,23.3878,11.7167,2.8531,0.3297,0.1437
7/6/2021,12,785.4737,18.9807,154.7185,1.0575,24.016,39.6333,2.4726,1.4791,0.1332
7/6/2021,13,751.3201,18.2753,198.3494,1.0529,25.1283,55.3833,3.4018,2.1862,0.1471
7/6/2021,14,795.8965,24.9771,232.072,1.1043,25.7972,65.2281,3.8906,1.8446,0.1523
7/6/2021,15,524.0136,35.1183,251.4135,1.2253,25.791,84.0667,3.9256,3.4703,0.1633
7/6/2021,16,398.3662,46.3539,263.9992,1.4548,25.63,86.7833,4.3504,3.6644,0.1699
